Review ID,Entity,Feature,Target,DocType,Confidence,Fanout,SignalType,SignalPath,Title,PrimaryCommand,Heuristic,Why,Your Verdict,Your Notes
S-089,Session->Feature,multi-platform-project-deployments-v1,S-08d6b152-8d32-4aad-b600-c1fef910483a,,0.750,73,file_read,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/features/memory-context-system-v1.md,Execute Phase 4 - memory-context-system-v1,/dev:execute-phase,LIKELY_NOISE,title/path points to different feature: memory-context-system-v1,,
S-090,Session->Feature,multi-platform-project-deployments-v1,S-0d41cae5-92e1-4e54-b8c7-b726c98cc672,,0.750,71,file_write,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/quick-features/manage-page-enhancements.md,Quick Feature - manage-page-enhancements,/dev:quick-feature,LIKELY_NOISE,title/path points to different feature: quick-features,,
S-091,Session->Feature,multi-platform-project-deployments-v1,S-12973a16-5382-4e68-a408-b49c509e39c0,,0.750,70,file_write,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/quick-features/collection-group-ordering.md,Quick Feature - collection-group-ordering,/dev:quick-feature,LIKELY_NOISE,title/path points to different feature: quick-features,,
S-092,Session->Feature,multi-platform-project-deployments-v1,S-15123e05-691f-4930-bed6-df7f9a770742,,0.750,72,file_read,/Users/miethe/dev/homelab/development/skillmeat/skillmeat/api/routers/artifacts.py,You've hit your limit · resets 2pm (America/New_York),/fix:debug,LIKELY_NOISE,high fanout (72) with low share (0.020),,
S-093,Session->Feature,multi-platform-project-deployments-v1,S-18b14a0c-00a5-4c08-ba7c-659e7e104bc4,,0.750,49,file_write,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/composite-artifact-infrastructure/phase-1-progress.md,Plan Feature - composite-artifact-infrastructure,/plan:plan-feature,LIKELY_NOISE,title/path points to different feature: composite-artifact-infrastructure,,
D-094,Doc->Feature,collection-data-consistency-v1,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/refactors/collection-data-consistency-v1.md,implementation_plan,,,,,Implementation Plan: Collection Data Consistency & Performance Optimization,,LIKELY_VALID,feature slug present in path/prd/slug,,
D-095,Doc->Feature,collection-data-consistency-v1,progress/collection-data-consistency/phase-1-progress.md,progress,,,,,Critical Performance Fix,,LIKELY_VALID,feature slug present in path/prd/slug,,
D-096,Doc->Feature,collection-data-consistency-v1,progress/collection-data-consistency/phase-2-progress.md,progress,,,,,Frontend Mapping Consolidation,,LIKELY_VALID,feature slug present in path/prd/slug,,
D-097,Doc->Feature,collection-data-consistency-v1,progress/collection-data-consistency/phase-3-progress.md,progress,,,,,API Endpoint Consistency (CollectionService),,LIKELY_VALID,feature slug present in path/prd/slug,,
D-098,Doc->Feature,collection-data-consistency-v1,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/PRDs/features/memory-anchors-provenance-v1.md,prd,,,,,PRD: Memory Anchors & Rich Provenance,,LIKELY_NOISE,matches different feature token: memory-anchors-provenance-v1,NOISE,
D-099,Doc->Feature,collection-data-consistency-v1,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/PRDs/features/memory-context-system-v1.md,prd,,,,,PRD: Memory & Context Intelligence System,,LIKELY_NOISE,matches different feature token: memory-context-system-v1,NOISE,
D-100,Doc->Feature,collection-data-consistency-v1,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/PRDs/features/workflow-orchestration-v1.md,prd,,,,,PRD: Workflow Orchestration Engine,,LIKELY_NOISE,matches different feature token: workflow-orchestration-v1,NOISE,
D-101,Doc->Feature,collection-data-consistency-v1,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/SPIKEs/clone-based-artifact-indexing-spike.md,document,,,,,Clone Based Artifact Indexing Spike,,LIKELY_NOISE,matches different feature token: clone-based-artifact-indexing,NOISE,
D-102,Doc->Feature,collection-data-consistency-v1,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/SPIKEs/cross-source-artifact-search-spike.md,document,,,,,SPIKE: Cross-Source Artifact Search,,LIKELY_NOISE,matches different feature token: cross-source-artifact-search,NOISE,
D-103,Doc->Feature,collection-data-consistency-v1,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/SPIKEs/marketplace-github-ingestion-spike.md,document,,,,,SPIKE: GitHub Marketplace Ingestion,,LIKELY_NOISE,matches different feature token: marketplace-github-ingestion,NOISE,
D-104,Doc->Feature,collection-data-consistency-v1,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/SPIKEs/claude-plugin-integration-spike.md,document,,,,,SPIKE: Native Claude Plugin Support,,UNCERTAIN,no direct feature token match but not clearly generic,NOISE,
D-105,Doc->Feature,collection-data-consistency-v1,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/reports/artifact-modal-architecture-analysis.md,report,,,,,Artifact Modal Architecture Analysis,,UNCERTAIN,no direct feature token match but not clearly generic,,
S-106,Session->Feature,collection-data-consistency-v1,S-1bd2ff39-0955-466f-9fdf-94c209fcd8ff,,0.750,44,file_read,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/memory-context-system-v1/phase-6-progress.md,/recovering-sessions - collection-data-consistency-v1,/recovering-sessions,LIKELY_VALID,feature token present in title/signal path,,
S-107,Session->Feature,collection-data-consistency-v1,S-a55360ce-b621-484e-9a11-ee08cd918584,,0.750,22,file_read,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/features/deployment-write-through-refactor-v1.md,/dev-execution - collection-data-consistency-v1,/dev-execution,LIKELY_VALID,feature token present in title/signal path,,
S-108,Session->Feature,collection-data-consistency-v1,S-3886f931-f17f-4774-84a4-7cb2cbfaafc2,,0.650,21,file_read,/Users/miethe/dev/homelab/development/skillmeat/skillmeat/web/components/memory/memory-details-modal.tsx,Debug - collection-data-consistency-v1,/fix:debug,LIKELY_VALID,feature token present in title/signal path,,
S-109,Session->Feature,collection-data-consistency-v1,S-78e65bca-e973-43f3-a44d-56fca72bd1e8,,0.650,71,file_read,/Users/miethe/dev/homelab/development/skillmeat/skillmeat/web/components/collection/artifact-details-modal.tsx,Debug - collection-data-consistency-v1,/fix:debug,LIKELY_VALID,feature token present in title/signal path,,
S-110,Session->Feature,collection-data-consistency-v1,S-00eba045-dad0-4962-8d4b-3aca83be22c5,,0.750,34,file_read,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/collections-groups-ux-enhancement/phase-1-progress.md,Collections-Groups UX Phase 1 Data Layer Hooks Complete,/dev:execute-phase,LIKELY_NOISE,title/path points to different feature: collections-groups-ux-enhancement,,
S-111,Session->Feature,collection-data-consistency-v1,S-011ae22c-44ef-4e8d-885e-1013d72f766d,,0.750,74,file_write,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/quick-features/collection-card-enhancements.md,Quick Feature - collection-card-enhancements,/dev:quick-feature,LIKELY_NOISE,title/path points to different feature: quick-features,,
S-112,Session->Feature,collection-data-consistency-v1,S-08d6b152-8d32-4aad-b600-c1fef910483a,,0.750,73,file_read,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/features/memory-context-system-v1.md,Execute Phase 4 - memory-context-system-v1,/dev:execute-phase,LIKELY_NOISE,title/path points to different feature: memory-context-system-v1,,
S-113,Session->Feature,collection-data-consistency-v1,S-0d41cae5-92e1-4e54-b8c7-b726c98cc672,,0.750,71,file_write,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/quick-features/manage-page-enhancements.md,Quick Feature - manage-page-enhancements,/dev:quick-feature,LIKELY_NOISE,title/path points to different feature: quick-features,,
S-114,Session->Feature,collection-data-consistency-v1,S-12973a16-5382-4e68-a408-b49c509e39c0,,0.750,70,file_write,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/quick-features/collection-group-ordering.md,Quick Feature - collection-group-ordering,/dev:quick-feature,LIKELY_NOISE,title/path points to different feature: quick-features,,
S-115,Session->Feature,collection-data-consistency-v1,S-13cdc38e-bcf9-485a-b91c-c73b6fe21e3f,,0.750,63,file_write,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/marketplace-source-enhancements/phase-3-progress.md,You've hit your limit · resets 2pm (America/New_York),/dev:execute-phase,LIKELY_NOISE,title/path points to different feature: marketplace-source-enhancements,,
S-116,Session->Feature,collection-data-consistency-v1,S-15123e05-691f-4930-bed6-df7f9a770742,,0.750,72,file_read,/Users/miethe/dev/homelab/development/skillmeat/skillmeat/api/routers/artifacts.py,You've hit your limit · resets 2pm (America/New_York),/fix:debug,LIKELY_NOISE,high fanout (72) with low share (0.020),,
S-117,Session->Feature,collection-data-consistency-v1,S-18b14a0c-00a5-4c08-ba7c-659e7e104bc4,,0.750,49,file_write,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/composite-artifact-infrastructure/phase-1-progress.md,Plan Feature - composite-artifact-infrastructure,/plan:plan-feature,LIKELY_NOISE,title/path points to different feature: composite-artifact-infrastructure,,
